epoch,accuracy,auc,loss,precision,recall,top_2_accuracy,top_k_accuracy,val_accuracy,val_auc,val_loss,val_precision,val_recall,val_top_2_accuracy,val_top_k_accuracy
0,0.26329007744789124,0.6117566823959351,1.88558828830719,0.32660916447639465,0.07501856982707977,0.4569023549556732,0.4569023549556732,0.31611716747283936,0.6740819811820984,1.7232308387756348,0.4424811899662018,0.1665487438440323,0.5104004740715027,0.5104004740715027
1,0.38075196743011475,0.7331289649009705,1.5533490180969238,0.5926288962364197,0.17118805646896362,0.5817918181419373,0.5817918181419373,0.4724777042865753,0.8075298070907593,1.3857479095458984,0.6193790435791016,0.3274373710155487,0.674260675907135,0.674260675907135
2,0.4514554440975189,0.791548490524292,1.394012689590454,0.6730673313140869,0.23803628981113434,0.6536978483200073,0.6536978483200073,0.4903070628643036,0.821308434009552,1.3861509561538696,0.5949422121047974,0.38616102933883667,0.6886939406394958,0.6886939406394958
3,0.4890531599521637,0.8194147348403931,1.3085912466049194,0.6934748291969299,0.27966612577438354,0.6910480260848999,0.6910480260848999,0.5392670035362244,0.8574461936950684,1.1807492971420288,0.69218909740448,0.3812084197998047,0.7396349310874939,0.7396349310874939
4,0.5048633217811584,0.8351162075996399,1.2562451362609863,0.7011503577232361,0.30827999114990234,0.712022066116333,0.712022066116333,0.5162020921707153,0.8421376347541809,1.3285553455352783,0.6084043979644775,0.42408376932144165,0.7168529629707336,0.7168529629707336
5,0.5242103934288025,0.8445543646812439,1.224224328994751,0.7030935287475586,0.33360448479652405,0.7283273935317993,0.7283273935317993,0.5347388982772827,0.8521856069564819,1.2594513893127441,0.6298410296440125,0.4372435212135315,0.7311447858810425,0.7311447858810425
6,0.5401973724365234,0.8547329902648926,1.1869351863861084,0.7140840291976929,0.35776183009147644,0.738867461681366,0.738867461681366,0.5644544959068298,0.871380627155304,1.148614764213562,0.6692085862159729,0.45945945382118225,0.7629829049110413,0.7629829049110413
7,0.5477310419082642,0.85936439037323,1.1691207885742188,0.7163208723068237,0.36635658144950867,0.7451632022857666,0.7451632022857666,0.5544078350067139,0.8660677075386047,1.2136670351028442,0.6441308856010437,0.4651195704936981,0.7542096972465515,0.7542096972465515
8,0.5604994297027588,0.8667446970939636,1.1399329900741577,0.7231905460357666,0.3845010995864868,0.7575778961181641,0.7575778961181641,0.5740767121315002,0.8757079839706421,1.1319166421890259,0.6730927228927612,0.46441206336021423,0.7786896824836731,0.7786896824836731
9,0.5664768218994141,0.8711082935333252,1.1215053796768188,0.7220104932785034,0.3952887952327728,0.7646517753601074,0.7646517753601074,0.5797368288040161,0.8799566030502319,1.112182378768921,0.6791045069694519,0.47643980383872986,0.776850163936615,0.776850163936615
10,0.5745410919189453,0.8763294816017151,1.0995625257492065,0.7306448817253113,0.4075619876384735,0.773317277431488,0.773317277431488,0.5878024697303772,0.8838061094284058,1.087791919708252,0.6882022619247437,0.4853544533252716,0.7825102806091309,0.7825102806091309
11,0.5853287577629089,0.880885660648346,1.0813348293304443,0.7332598567008972,0.42372581362724304,0.7801436185836792,0.7801436185836792,0.586670458316803,0.8831276297569275,1.0986902713775635,0.6828159093856812,0.4886090159416199,0.7788311839103699,0.7788311839103699
12,0.5924380421638489,0.8843031525611877,1.0658512115478516,0.7367556691169739,0.4284299612045288,0.7876065373420715,0.7876065373420715,0.5953021049499512,0.8848040699958801,1.1024699211120605,0.6864843964576721,0.5081363916397095,0.7795386910438538,0.7795386910438538
13,0.5978495478630066,0.8868135809898376,1.0547975301742554,0.7361872792243958,0.4415873885154724,0.7924168109893799,0.7924168109893799,0.6067638397216797,0.8928287029266357,1.0575796365737915,0.7000579237937927,0.5132305026054382,0.7972265481948853,0.7972265481948853
14,0.6002900004386902,0.8910318613052368,1.0353856086730957,0.7392039895057678,0.4480246305465698,0.7936193346977234,0.7936193346977234,0.6003962159156799,0.8912777900695801,1.0660748481750488,0.6870489716529846,0.5119569897651672,0.7955285310745239,0.7955285310745239
15,0.610794723033905,0.8937593698501587,1.0230963230133057,0.7412680387496948,0.4548862874507904,0.8015421032905579,0.8015421032905579,0.6030847430229187,0.8890520334243774,1.0943148136138916,0.6851955652236938,0.5180416107177734,0.7874628305435181,0.7874628305435181
16,0.6129169464111328,0.8961082100868225,1.0120450258255005,0.7485036849975586,0.46443602442741394,0.8037350177764893,0.8037350177764893,0.6088863611221313,0.8935942649841309,1.0435270071029663,0.7066172361373901,0.5122399926185608,0.7963775396347046,0.7963775396347046
17,0.6166307330131531,0.8976339101791382,1.0053248405456543,0.7474753260612488,0.4712269604206085,0.8070951104164124,0.8070951104164124,0.6136974692344666,0.8947585225105286,1.0544302463531494,0.6936115026473999,0.5269562602043152,0.8026036620140076,0.8026036620140076
18,0.6205920577049255,0.9006152749061584,0.9910920262336731,0.748593807220459,0.4801400601863861,0.8117992281913757,0.8117992281913757,0.6114334464073181,0.8944516777992249,1.0509144067764282,0.7005307078361511,0.5229942202568054,0.8001980781555176,0.8001980781555176
