epoch,accuracy,auc,loss,precision,recall,top_2_accuracy,top_k_accuracy,val_accuracy,val_auc,val_loss,val_precision,val_recall,val_top_2_accuracy,val_top_k_accuracy
0,0.24585293233394623,0.5913334488868713,1.9465014934539795,0.2870754599571228,0.06607010215520859,0.437272310256958,0.437272310256958,0.21664072573184967,0.6203377842903137,2.0387954711914062,0.22340846061706543,0.15989811718463898,0.49186357855796814,0.49186357855796814
1,0.3529869616031647,0.7021663188934326,1.6275583505630493,0.560265064239502,0.14352916181087494,0.5443709492683411,0.5443709492683411,0.3152681589126587,0.6916225552558899,1.8178982734680176,0.3204234540462494,0.1756049245595932,0.5638884902000427,0.5638884902000427
2,0.452622652053833,0.7917736172676086,1.3931283950805664,0.677642822265625,0.23874367773532867,0.6503731608390808,0.6503731608390808,0.5019102692604065,0.8308010101318359,1.2833037376403809,0.6756833791732788,0.33578604459762573,0.6998726725578308,0.6998726725578308
3,0.50592440366745,0.8317614197731018,1.2675490379333496,0.7061907052993774,0.3001803755760193,0.7062922120094299,0.7062922120094299,0.5242677330970764,0.8433589935302734,1.26163649559021,0.6526886820793152,0.3744162917137146,0.7208150625228882,0.7208150625228882
4,0.5272875428199768,0.8486810326576233,1.2067893743515015,0.7120490074157715,0.3329678475856781,0.7302727103233337,0.7302727103233337,0.5515777468681335,0.8609980344772339,1.1779453754425049,0.6851674914360046,0.40526390075683594,0.7523701786994934,0.7523701786994934
5,0.5562551021575928,0.862950325012207,1.1541529893875122,0.7282426953315735,0.369363009929657,0.751706600189209,0.751706600189209,0.5136550068855286,0.8408966064453125,1.2690962553024292,0.6390070915222168,0.38248196244239807,0.7182679772377014,0.7182679772377014
6,0.5662646293640137,0.8702326416969299,1.1264957189559937,0.7285780310630798,0.38945284485816956,0.7641919851303101,0.7641919851303101,0.5566718578338623,0.8655772805213928,1.1694525480270386,0.6758502125740051,0.44431865215301514,0.7475590705871582,0.7475590705871582
7,0.5782548785209656,0.876554012298584,1.1001609563827515,0.7307765483856201,0.4063947796821594,0.7744491100311279,0.7744491100311279,0.5863874554634094,0.8804489374160767,1.0859512090682983,0.7267578840255737,0.4358285069465637,0.7735955715179443,0.7735955715179443
8,0.5845506191253662,0.8816305994987488,1.0784904956817627,0.7358759045600891,0.4210731089115143,0.7803204655647278,0.7803204655647278,0.5853968858718872,0.8826618790626526,1.0776563882827759,0.7081573605537415,0.45082777738571167,0.7864723205566406,0.7864723205566406
9,0.5944894552230835,0.888253390789032,1.0491492748260498,0.7383076548576355,0.4360697567462921,0.79128497838974,0.79128497838974,0.5804443359375,0.8791351318359375,1.1034342050552368,0.7019895911216736,0.4593179523944855,0.773171067237854,0.773171067237854
10,0.60492342710495,0.8913763761520386,1.0351698398590088,0.7479622960090637,0.45439112186431885,0.7947511672973633,0.7947511672973633,0.5856799483299255,0.881474494934082,1.0947893857955933,0.7022145986557007,0.4621480107307434,0.7805292010307312,0.7805292010307312
11,0.6110069751739502,0.8956226110458374,1.0160504579544067,0.744738757610321,0.46436530351638794,0.8030983805656433,0.8030983805656433,0.5794538259506226,0.8800973296165466,1.117139220237732,0.6737658977508545,0.47898682951927185,0.7769916653633118,0.7769916653633118
12,0.6163123846054077,0.8991426825523376,0.9993695020675659,0.7463384866714478,0.47402113676071167,0.8081561923027039,0.8081561923027039,0.5931795835494995,0.8878591656684875,1.0581417083740234,0.7162659764289856,0.46794962882995605,0.7883118987083435,0.7883118987083435
13,0.6273829936981201,0.9039299488067627,0.9756475687026978,0.7526805996894836,0.49159976840019226,0.8164680004119873,0.8164680004119873,0.5934625864028931,0.8845410943031311,1.1097406148910522,0.6812756657600403,0.5169095993041992,0.7816612720489502,0.7816612720489502
14,0.630247950553894,0.9060100317001343,0.9648443460464478,0.7493610382080078,0.4977540373802185,0.8203940391540527,0.8203940391540527,0.5818593502044678,0.8819839954376221,1.0942835807800293,0.6874613761901855,0.4724777042865753,0.7799631953239441,0.7799631953239441
15,0.6419551968574524,0.9092021584510803,0.9488515853881836,0.7541069388389587,0.508188009262085,0.8246737122535706,0.8246737122535706,0.6012452244758606,0.8898961544036865,1.050301432609558,0.7079094648361206,0.48252439498901367,0.7921324372291565,0.7921324372291565
16,0.6479326486587524,0.9135549068450928,0.9256643652915955,0.7631267309188843,0.5238212943077087,0.8306865096092224,0.8306865096092224,0.6077543497085571,0.8929604291915894,1.0761439800262451,0.6890232563018799,0.532050371170044,0.7955285310745239,0.7955285310745239
17,0.6522830724716187,0.914366602897644,0.9219192266464233,0.7600446939468384,0.5292328596115112,0.8329147696495056,0.8329147696495056,0.6036507487297058,0.8901860117912292,1.0631427764892578,0.7049441933631897,0.5003537535667419,0.7918494343757629,0.7918494343757629
18,0.661337673664093,0.9185999035835266,0.8990104794502258,0.7658764123916626,0.5404449701309204,0.8396703600883484,0.8396703600883484,0.581717848777771,0.8811761736869812,1.1078722476959229,0.6778550148010254,0.4829489290714264,0.784349799156189,0.784349799156189
19,0.6640257239341736,0.9206830859184265,0.887511134147644,0.7645789384841919,0.551374077796936,0.8431365489959717,0.8431365489959717,0.6040752530097961,0.8897407650947571,1.0741767883300781,0.6893222332000732,0.5051648616790771,0.7907174229621887,0.7907174229621887
20,0.6732925176620483,0.9246233701705933,0.8642992377281189,0.7741623520851135,0.5663353800773621,0.8492200970649719,0.8492200970649719,0.5998302102088928,0.8849164247512817,1.1180483102798462,0.6863448023796082,0.5149285197257996,0.7847743034362793,0.7847743034362793
21,0.6763343214988708,0.9262158274650574,0.8564227819442749,0.7712023258209229,0.5683160424232483,0.8537120223045349,0.8537120223045349,0.6012452244758606,0.8945827484130859,1.08647882938385,0.6663746237754822,0.5381349921226501,0.8050091862678528,0.8050091862678528
22,0.6848937273025513,0.9287205934524536,0.8412249684333801,0.7762466073036194,0.5797757506370544,0.8572843074798584,0.8572843074798584,0.6292627453804016,0.8999329805374146,1.0317399501800537,0.7045035362243652,0.540116012096405,0.8139238953590393,0.8139238953590393
23,0.6901283860206604,0.9306792616844177,0.829482913017273,0.7817815542221069,0.5901036262512207,0.8588405847549438,0.8588405847549438,0.6186500787734985,0.896934986114502,1.049118161201477,0.701198160648346,0.5382764935493469,0.8009056448936462,0.8009056448936462
24,0.6929933428764343,0.9336134791374207,0.8113487958908081,0.7826772332191467,0.5970360636711121,0.8667279481887817,0.8667279481887817,0.5992642045021057,0.886860728263855,1.1136014461517334,0.6672681570053101,0.523277223110199,0.7951040267944336,0.7951040267944336
25,0.698652446269989,0.935614824295044,0.799524188041687,0.7846986651420593,0.6051002740859985,0.870441734790802,0.870441734790802,0.595443606376648,0.8895851969718933,1.096391201019287,0.6839754581451416,0.5200226306915283,0.7963775396347046,0.7963775396347046
26,0.7061153650283813,0.9375978708267212,0.7870388627052307,0.787304162979126,0.6167721748352051,0.8731651902198792,0.8731651902198792,0.6104428768157959,0.8921732306480408,1.0960330963134766,0.6853121519088745,0.5374274849891663,0.7945380210876465,0.7945380210876465
27,0.7083436250686646,0.9388424158096313,0.7787787914276123,0.7911590337753296,0.6178332567214966,0.874544620513916,0.874544620513916,0.6094523668289185,0.8930327892303467,1.099053978919983,0.6756994724273682,0.5433706045150757,0.7970850467681885,0.7970850467681885
28,0.7187422513961792,0.9418480396270752,0.7584864497184753,0.795924723148346,0.6313797831535339,0.8833516240119934,0.8833516240119934,0.6050658226013184,0.8899808526039124,1.1173807382583618,0.6680147647857666,0.537568986415863,0.7958115339279175,0.7958115339279175
29,0.7183178067207336,0.9428064227104187,0.7519800066947937,0.7935191988945007,0.6331482529640198,0.8844127058982849,0.8844127058982849,0.6073298454284668,0.8933519721031189,1.1092244386672974,0.6705862283706665,0.548747718334198,0.8020376563072205,0.8020376563072205
30,0.7249318957328796,0.9447800517082214,0.7390952706336975,0.7992441058158875,0.6432285308837891,0.8856859803199768,0.8856859803199768,0.5875194668769836,0.879126787185669,1.1919522285461426,0.6510797739028931,0.5162020921707153,0.7798216938972473,0.7798216938972473
31,0.7264174222946167,0.9457207322120667,0.7320581078529358,0.7986304759979248,0.6476497054100037,0.8887984752655029,0.8887984752655029,0.624593198299408,0.9001415371894836,1.050338625907898,0.6936467885971069,0.5469081401824951,0.8136408925056458,0.8136408925056458
