epoch,accuracy,auc,loss,precision,recall,top_2_accuracy,top_k_accuracy,val_accuracy,val_auc,val_loss,val_precision,val_recall,val_top_2_accuracy,val_top_k_accuracy
0,0.3023025393486023,0.6532310247421265,1.7957425117492676,0.4220966696739197,0.11891203373670578,0.49835532903671265,0.49835532903671265,0.4085184633731842,0.7567154765129089,1.6204355955123901,0.5246533155441284,0.2890901267528534,0.5994057059288025,0.5994057059288025
1,0.4353269934654236,0.7797197699546814,1.4404141902923584,0.6350542306900024,0.24015845358371735,0.6414600610733032,0.6414600610733032,0.4755907654762268,0.8053754568099976,1.4948461055755615,0.565056562423706,0.36748266220092773,0.6683175563812256,0.6683175563812256
2,0.4932621121406555,0.8217001557350159,1.3072783946990967,0.6821175813674927,0.2966788113117218,0.6929579377174377,0.6929579377174377,0.5077118873596191,0.8281376957893372,1.3250977993011475,0.6451612710952759,0.36790716648101807,0.6967595815658569,0.6967595815658569
3,0.5161461234092712,0.839332640171051,1.244101881980896,0.6944591999053955,0.3240547478199005,0.7199448347091675,0.7199448347091675,0.5340313911437988,0.8468734622001648,1.288206696510315,0.6452155709266663,0.43413046002388,0.7191170454025269,0.7191170454025269
4,0.531779408454895,0.8505355715751648,1.2034460306167603,0.7066447138786316,0.34906095266342163,0.7356134653091431,0.7356134653091431,0.5514362454414368,0.8652054667472839,1.191373348236084,0.653656542301178,0.45026177167892456,0.7535021901130676,0.7535021901130676
5,0.5513033866882324,0.8617843985557556,1.160767674446106,0.7197824716567993,0.3744915723800659,0.7532274723052979,0.7532274723052979,0.5210131406784058,0.8488458395004272,1.3333288431167603,0.6011472344398499,0.44488468766212463,0.7308617234230042,0.7308617234230042
6,0.5601457357406616,0.8674373030662537,1.1371694803237915,0.7258930206298828,0.38740140199661255,0.7594524621963501,0.7594524621963501,0.554973840713501,0.8645249605178833,1.2649924755096436,0.6235882043838501,0.47658130526542664,0.7568982839584351,0.7568982839584351
7,0.5734092593193054,0.8742865324020386,1.109707236289978,0.7306766510009766,0.4079156816005707,0.7676935791969299,0.7676935791969299,0.5620489716529846,0.8648547530174255,1.2404614686965942,0.6353181004524231,0.4846469461917877,0.7532191872596741,0.7532191872596741
8,0.5788207650184631,0.8789265155792236,1.0906500816345215,0.731031060218811,0.4177837371826172,0.7775262594223022,0.7775262594223022,0.5701146125793457,0.8700701594352722,1.2144250869750977,0.6424208879470825,0.49115607142448425,0.7659544348716736,0.7659544348716736
9,0.5937113165855408,0.8839956521987915,1.0682859420776367,0.7359961867332458,0.4340536892414093,0.7854490280151367,0.7854490280151367,0.597283124923706,0.8863841891288757,1.0992034673690796,0.6893297433853149,0.5064383745193481,0.7859063148498535,0.7859063148498535
10,0.6002900004386902,0.8885537981987,1.048094630241394,0.7413163781166077,0.4453718960285187,0.7925582528114319,0.7925582528114319,0.57803875207901,0.8765195608139038,1.1701987981796265,0.6495882868766785,0.5023347735404968,0.778123676776886,0.778123676776886
11,0.6102288365364075,0.8937264680862427,1.0238875150680542,0.7461450099945068,0.45867082476615906,0.8011530637741089,0.8011530637741089,0.5903494954109192,0.88153475522995,1.1770052909851074,0.6670863032341003,0.5248337388038635,0.7784066796302795,0.7784066796302795
12,0.6187174916267395,0.8973388075828552,1.0071702003479004,0.7507824897766113,0.47511759400367737,0.802780032157898,0.802780032157898,0.5815763473510742,0.8796664476394653,1.1565111875534058,0.6638187170028687,0.5057308673858643,0.7775576710700989,0.7775576710700989
